1	1
1	2
1	3
2	5
3	8
0	8
2	10
0	10
0	10
0	10
1	11
1	12
1	13
0	13
0	13
0	13
0	13
0	13
2	15
0	15
1	16
0	16
1	17
2	19
0	19
0	19
0	19
0	19
0	19
0	19
1	20
0	20
0	20
0	20
1	21
0	21
0	21
0	21
1	22
0	22
0	22
0	22
0	22
0	22
0	22
1	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
0	23
