0	0
3	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
0	3
1	4
0	4
0	4
0	4
0	4
0	4
0	4
0	4
0	4
0	4
0	4
0	4
0	4
0	4
0	4
0	4
0	4
0	4
0	4
0	4
1	5
0	5
0	5
1	6
0	6
0	6
0	6
0	6
0	6
0	6
0	6
0	6
0	6
0	6
0	6
0	6
0	6
0	6
1	7
0	7
0	7
1	8
0	8
0	8
1	9
0	9
0	9
0	9
0	9
0	9
1	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
0	10
1	11
0	11
0	11
2	13
1	14
1	15
1	16
0	16
0	16
0	16
0	16
0	16
0	16
0	16
2	18
1	19
0	19
0	19
0	19
0	19
3	22
0	22
0	22
0	22
0	22
0	22
0	22
0	22
0	22
0	22
0	22
1	23
0	23
1	24
0	24
1	25
0	25
0	25
0	25
0	25
0	25
0	25
0	25
0	25
0	25
0	25
0	25
0	25
1	26
0	26
0	26
0	26
0	26
